bank_name,branch_name,location,review_text,rating,review_date
CIH Bank,CIH BANK,"8 Av. Hassan II, Marrakech 40000, Morocco","To yous'suited purposesame wholesome quality information personal notices that's department justice United States usa American aproposed government standards privacy less low-key privacy laws and policy-permitted.

_{Thanks to and domains professional's users systems touristics up to hotel's Marrakech City Marocco}.",5,2024-11-03
CIH Bank,CIH BANK,"8 Av. Hassan II, Marrakech 40000, Morocco","The worst agency you will ever see , pay attention from it !!",1,2024-10-12
CIH Bank,CIH BANK,"8 Av. Hassan II, Marrakech 40000, Morocco",Very slow and there are not flexible with there clients and they say that the app is very slow,1,2021-11-15
CIH Bank,CIH BANK,"8 Av. Hassan II, Marrakech 40000, Morocco",Its good plice good NICE SERVICE,5,2024-07-16
CIH Bank,CIH BANK,"8 Av. Hassan II, Marrakech 40000, Morocco",I come from thinking that cih over there is worse but I think this is the worst agency,1,2022-06-20
CIH Bank,CIH Bank,"Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000, Morocco",The worst agency in Marrakech.the employees are so rude  and  lacks professionalism …also the director when we went to complain about the bad treatment of the female staff he was so arrogant .,1,2024-11-20
CIH Bank,CIH Bank,"Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000, Morocco","Careful, they're scanning cards, duplicating them and there's a camera most likely to trace your pin. They're trying to withdraw 2000MAD every day, two months after we've left the country. Don't use this ATM!!!",1,2024-06-09
CIH Bank,CIH Bank,"Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000, Morocco","I don't know how your bank can choose your employees!! The height of coldness, disrespect and contempt in dealing with customers, I felt that I was in a prison institution.
To cih
you to re-look",1,2024-10-01
CIH Bank,CIH Bank,"Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000, Morocco","Worst banking service that i have seen so far in my life. I would like to give 0 star instead of 1 but unfortunately not available  here .The services are very poor. There is only one girl on the post banking, sometimes two people . the system is really sick.. Doesn’t work . I have been trying to put cash on my bank account, and i went there for almost 3 several  days   . sometimes they say there is no network  sometimes System doesn't  work but sometimes you may found many customers  waiting inside and outside of the agency . it's  very bad",1,2023-11-21
CIH Bank,CIH Bank,"Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000, Morocco",The network is always slow. Angry customers on a daily basis. Long waiting time because only two people work in the agency.Most ATMs are out of service.  I just opened my account with them and I plan to close it asap.,1,2021-01-01
CIH Bank,CIH BANK,"شارع فلسطين, Marrakech 40000, Morocco",The gab isn't working for 2 days straight on the weekend btw . CIH you are lazy beyond lazy this is unforgiven,1,2025-04-06
CIH Bank,CIH BANK,"شارع فلسطين, Marrakech 40000, Morocco",Good atmosphere and fast service,4,2025-01-08
CIH Bank,CIH BANK,"شارع فلسطين, Marrakech 40000, Morocco",Brawl jawz tl9ih hh,1,2021-11-01
CIH Bank,CIH BANK,"شارع فلسطين, Marrakech 40000, Morocco",Very good service,5,2023-02-11
CIH Bank,CIH BANK,"شارع فلسطين, Marrakech 40000, Morocco",CIH dima system tay7,2,2023-03-12
CIH Bank,CIH Bank,"Avenue Bab Guissa، Derb Sidi Bou Jida, Fes 30050, Morocco",Good place nice service ❤️👍,4,2022-01-05
CIH Bank,CIH Bank,"Avenue Bab Guissa، Derb Sidi Bou Jida, Fes 30050, Morocco",عفاك فين جات بالضبط,1,2024-01-02
CIH Bank,CIH Bank,"Avenue Bab Guissa، Derb Sidi Bou Jida, Fes 30050, Morocco",Worse than bad service. Maybe if there was a minus star I would have done it.  Bad reception. Unethical employees. Arrogant and arrogant. This is not customer service.,1,2022-07-26
CIH Bank,CIH Bank,"Avenue Bab Guissa، Derb Sidi Bou Jida, Fes 30050, Morocco","Bad treatment with this guy, especially with the bald Dalek. Just to put it mildly, he does not have the style of dialogue and does not know how to talk to customers. His style is poor.",1,2023-07-07
CIH Bank,CIH Bank,"Avenue Bab Guissa، Derb Sidi Bou Jida, Fes 30050, Morocco",There must be more employees in this bank because it has a large load and one person cannot handle half a city’s customers,5,2023-07-13
CIH Bank,Banque CIH,"Ave Mohammed es Slaoui Imm.a23, Bab El Ghoul, Fès 30050, Morocco",Really good service but there's only two employees which makes the service slow,4,2023-03-29
CIH Bank,Banque CIH,"Ave Mohammed es Slaoui Imm.a23, Bab El Ghoul, Fès 30050, Morocco","No responsibilities, really bad service.",1,2022-12-27
CIH Bank,Banque CIH,"Ave Mohammed es Slaoui Imm.a23, Bab El Ghoul, Fès 30050, Morocco",An employee is disrespectful and does not pay attention to customers. It seems that she no longer wants to do this job,1,2025-04-17
CIH Bank,Banque CIH,"Ave Mohammed es Slaoui Imm.a23, Bab El Ghoul, Fès 30050, Morocco",This agency has apparently changed personnel. This is truly the worst service I have ever seen. I had to change agencies to avoid encountering such unprofessional and non-respectful staff. I really don't recommend it.,1,2024-02-01
CIH Bank,Banque CIH,"Ave Mohammed es Slaoui Imm.a23, Bab El Ghoul, Fès 30050, Morocco","Today, May 23, 2024, I was at the agency with another client around 9:15 a.m. there were two civil servants who didn't have you at their post so when questioning the security agency he replied that they are having breakfast at the back of the office, it's really strange at the moment we can't find the civil servants at their post",2,2024-05-23
CIH Bank,CIH BANK,"Avenue Moustapha Assayeh, Projet Al Kora, P1, Rabat 10000, Morocco","My sister, a long-time client of CIH BANK, lost some of her funds due to a malfunction in their system. When she sought assistance, she was harassed and threatened by the bank's manager, this woman who even threatened to call the police and had her forcibly removed by security. The manager also yelled at her. All my sister wanted was for the manager to write an email requesting a refund for her lost funds, which is a standard procedure other bank managers usually follow. However, this female manager refused.Alone in a big city, my sister returned home crying and shaking due to the manager's cruel and inconsiderate behavior. We are not as concerned about the lost funds as we are about the appalling treatment my sister received. The female manager's actions were not only humiliating but also deeply evil and inconsiderate.",1,2024-06-05
CIH Bank,CIH BANK,"Avenue Moustapha Assayeh, Projet Al Kora, P1, Rabat 10000, Morocco","Pas de réseau toujours mauvaise agence
We are in 2022 and this bank have no network is totally a joke they use that to not Working",1,2022-03-04
CIH Bank,CIH BANK,"Avenue Moustapha Assayeh, Projet Al Kora, P1, Rabat 10000, Morocco","This agency never respects the working hours practiced in all CIH agencies.
They allow themselves to completely close the agency for 2 hours for lunch.",1,2020-09-09
CIH Bank,CIH BANK,"Avenue Moustapha Assayeh, Projet Al Kora, P1, Rabat 10000, Morocco","Poor customer service, waiting time of +12 min",1,2021-09-06
CIH Bank,CIH BANK,"Avenue Moustapha Assayeh, Projet Al Kora, P1, Rabat 10000, Morocco",The agency head is of a very low level.,1,2021-09-24
CIH Bank,CIH BANK,"Avenue d'Alger، Rue Kairaouan، Rabat 10000, Morocco","Wonderful customer service experience, professional and caring staff, even when they have technical issues they know how treat their clients.",5,2023-11-15
CIH Bank,CIH BANK,"Avenue d'Alger، Rue Kairaouan، Rabat 10000, Morocco",Withdrawing money has never been so simple. Withdraw your money with the drive.,5,2024-12-17
CIH Bank,CIH BANK,"Avenue d'Alger، Rue Kairaouan، Rabat 10000, Morocco","The best agency, top staff.",5,2022-09-22
CIH Bank,CIH BANK,"Avenue d'Alger، Rue Kairaouan، Rabat 10000, Morocco",,5,2023-08-06
CIH Bank,CIH BANK,"Avenue d'Alger، Rue Kairaouan، Rabat 10000, Morocco",,2,2023-04-11
CIH Bank,CIH Bank,"Avenue Bab Guissa، Derb Sidi Bou Jida, Fes 30050, Morocco",Good place nice service ❤️👍,4,2022-01-05
CIH Bank,CIH Bank,"Avenue Bab Guissa، Derb Sidi Bou Jida, Fes 30050, Morocco",عفاك فين جات بالضبط,1,2024-01-02
CIH Bank,CIH Bank,"Avenue Bab Guissa، Derb Sidi Bou Jida, Fes 30050, Morocco",Worse than bad service. Maybe if there was a minus star I would have done it.  Bad reception. Unethical employees. Arrogant and arrogant. This is not customer service.,1,2022-07-26
CIH Bank,CIH Bank,"Avenue Bab Guissa، Derb Sidi Bou Jida, Fes 30050, Morocco","Bad treatment with this guy, especially with the bald Dalek. Just to put it mildly, he does not have the style of dialogue and does not know how to talk to customers. His style is poor.",1,2023-07-07
CIH Bank,CIH Bank,"Avenue Bab Guissa، Derb Sidi Bou Jida, Fes 30050, Morocco",There must be more employees in this bank because it has a large load and one person cannot handle half a city’s customers,5,2023-07-13
CIH Bank,CIH BANK,"P24 Quartier Ouled Taib, Route Immouzer, Rue Num 8, Fès 30050, Morocco",The service is so incomplete that they leave the kidneys full and they go out to have lunch full of them 😏🤦‍♀️. One of my sisters was very inflated and did not give him any thought. This is called a service client. Do not use it.,1,2024-06-11
CIH Bank,CIH BANK,"P24 Quartier Ouled Taib, Route Immouzer, Rue Num 8, Fès 30050, Morocco","Substandard customer service, one counter for dozens of people",1,2024-10-15
CIH Bank,CIH BANK,"P24 Quartier Ouled Taib, Route Immouzer, Rue Num 8, Fès 30050, Morocco",Good boys,4,2024-08-07
CIH Bank,CIH BANK,"P24 Quartier Ouled Taib, Route Immouzer, Rue Num 8, Fès 30050, Morocco",Bad behavior with the customer 👎,2,2023-07-27
CIH Bank,CIH BANK,"P24 Quartier Ouled Taib, Route Immouzer, Rue Num 8, Fès 30050, Morocco",A trusted bank,5,2023-06-01
CIH Bank,CIH (Credit Immobilier et Hotelier),"Lotissement Dalila Ensemble Residentiel Firdaous Zouagha, Fes, 2X74+JQQ, Fès 30000, Morocco",They don't have change for international currencies,3,2024-07-11
CIH Bank,CIH (Credit Immobilier et Hotelier),"Lotissement Dalila Ensemble Residentiel Firdaous Zouagha, Fes, 2X74+JQQ, Fès 30000, Morocco",👎🏼👎🏼👎🏼,1,2025-01-15
CIH Bank,CIH (Credit Immobilier et Hotelier),"Lotissement Dalila Ensemble Residentiel Firdaous Zouagha, Fes, 2X74+JQQ, Fès 30000, Morocco","One of the rare banks in the city due to their small number. Service is at the level. It needs organization for expatriates, such as numbers according to services. There was one employee at the front whose treatment was at the level.",3,2023-08-31
CIH Bank,CIH (Credit Immobilier et Hotelier),"Lotissement Dalila Ensemble Residentiel Firdaous Zouagha, Fes, 2X74+JQQ, Fès 30000, Morocco","There is no help in knowing the details, and there is a woman who disrespects a client, is defiant and does not want to do her job.",1,2024-07-10
CIH Bank,CIH (Credit Immobilier et Hotelier),"Lotissement Dalila Ensemble Residentiel Firdaous Zouagha, Fes, 2X74+JQQ, Fès 30000, Morocco",Masrif,4,2025-01-30
CIH Bank,CIH BANK,"Lot 869, Ain chkf, Fès 30050, Morocco",Service  👎,1,2024-08-15
CIH Bank,CIH BANK,"Lot 869, Ain chkf, Fès 30050, Morocco","Disappointing experience at this CIH agency. The staff seems unmotivated to answer questions or provide quality service. When I asked for Saturday working hours, they tried to avoid giving me an answer, which gives the impression that they don't want to receive customers. This does not reflect the professionalism expected of a bank. I recommend better training for staff and increased attention to customer needs.",1,2025-01-03
CIH Bank,CIH BANK,"Lot 869, Ain chkf, Fès 30050, Morocco",The best security is the best creation of God ❤,4,2025-02-04
CIH Bank,CIH BANK,"Lot 869, Ain chkf, Fès 30050, Morocco",I had to deal with files with the agency director Mr. R. Dardouri. Who was very responsive and attentive. Very effective. Well done,5,2023-07-19
CIH Bank,CIH BANK,"Lot 869, Ain chkf, Fès 30050, Morocco",Sometimes the counter is empty and sometimes the cash register is empty!,2,2024-12-24
CIH Bank,CIH Bank,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Morocco","I have visited multiple bank branches, but this one stands out as completely different. Firstly, it is never empty; there's always a crowd, indicating a need for the parent company to consider opening another branch. It's unreasonable to wait 45 minutes for your turn just to receive decent service.

The staff inside are generally quite good, especially one man who has been working there since the opening. I believe he is the manager, and his dedication and helpfulness are commendable. However, the security guard is a different story. He is unhelpful and seems to be doing his job begrudgingly, as if he is being forced to be there. His attitude and lack of assistance are disappointing and detract from the overall experience at this branch",3,2024-08-07
CIH Bank,CIH Bank,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Morocco","The worst agency I have ever dealt with. Extremely unprofessional. If you need even one simple document, they won’t provide it, citing system issues as an excuse. You’re told to come back the next day, which is completely unacceptable. The bank director is almost never present, and the lack of communication is appalling. Overall, a terrible service experience.",1,2024-09-30
CIH Bank,CIH Bank,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Morocco","The worst banking experience you could have. Rude bankers and staff, The system always down, The ATMs always short of  money, Short of bankers, Much cuts from the accounts.. and the list goes down as worse as you could imagine",1,2024-09-21
CIH Bank,CIH Bank,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Morocco","I loved the lab and the lab, which you say, I did not challenge in front of you, I only attended the day before the Eid, people took over and made the employees aggressive, but when I came on Friday, May 14, it was working well and time was not lost, good service in a good time",5,2022-05-14
CIH Bank,CIH Bank,"Av. Arabie Saoudite Av Med Vi,quar.ahlen Bloc A1, Resi.habiba, Tanger 90060, Morocco","I woke up today. I came a long way to hear that we have work today, knowing that in the Google browser they say that they are working today. One of your worst children who wakes up with all activity and a bank worker comes to bother you all day, even one star that you do not deserve. 🤢🤮",1,2023-02-04
CIH Bank,CIH BANK Agence Bni Makada,"P5XR+PFF, Av. Aicha Moussafer, Tanger 90060, Morocco",They say they have nothing to do with CIH Bank,1,2023-12-04
CIH Bank,CIH BANK Agence Bni Makada,"P5XR+PFF, Av. Aicha Moussafer, Tanger 90060, Morocco",❤️❤️,5,2025-03-22
CIH Bank,CIH BANK Agence Bni Makada,"P5XR+PFF, Av. Aicha Moussafer, Tanger 90060, Morocco",The bank lacks a lot,1,2023-08-06
CIH Bank,CIH BANK Agence Bni Makada,"P5XR+PFF, Av. Aicha Moussafer, Tanger 90060, Morocco",5/5,5,2024-05-24
CIH Bank,CIH BANK Agence Bni Makada,"P5XR+PFF, Av. Aicha Moussafer, Tanger 90060, Morocco",Thanks,1,2024-04-25
CIH Bank,CIH BANK,"Lot N. 17, N1, Temara 12000, Morocco",👎👎👎,1,2023-09-25
CIH Bank,CIH BANK,"Lot N. 17, N1, Temara 12000, Morocco","It is with very sincere regret that I share my experience with the bank that I speak about my recent stint within the so-called prestigious CIH bank. Indeed, my experience was dampened by immeasurable expectations, accentuated by the unannounced absence of certain members of staff. What should have been a simple banking formality unfortunately turned into hours or even an entire day wasted. Is there a specific purpose behind this time spent on customers without the slightest consideration? Why are these followers left in a desolate state of uncertainty waiting patiently without knowing whether their requests would be answered or not? As a result, this disorganization directly impacts the one-off commitments of those loyal to the bank, often leading to breaches of personal and professional obligations. Obviously, the attitude of the hierarchy called into question in its entirety, from the highest paid executive to the employee whose income seems insufficient to provide for the necessities of life, in short, the internal atmosphere diffuses in the air a sort of arrogance at all levels which only intensifies the inconvenience of customers, and reveals a striking gap between the reality experienced daily by these faithful and the overall strategy of the bank. So it’s normal to ask the question, why not organize yourself better? leave ambiguity lingering? Keeping up a mystery? .. what is certain is that today, the CIH bank would have no choice but to seriously re-examine its internal organization, with an emphasis on punctuality, transparency regarding the availability of agents , and improving working conditions for all of its staff. In the hope that this constructive criticism encourages the CIH bank to reevaluate its practices, I cannot repress a deep sadness at the inconvenience suffered by us (former clients), who had chosen to entrust our trust to this revered institution.",1,2024-02-27
CIH Bank,CIH BANK,"Lot N. 17, N1, Temara 12000, Morocco","Bad service 👎
More than an hour to wait until finally I was told the system was shut down at 3:30 p.m., you can no longer deposit your check. Knowing that I arrived before 2:30 p.m.

We sometimes ask people to wait outside the agency because it's full inside, and if you miss your turn you're screwed.",1,2023-09-14
CIH Bank,CIH BANK,"Lot N. 17, N1, Temara 12000, Morocco","Very bad treatment by the bank employees, a manager who has no office where she receives the bank’s customers, speaks French as if we were in France, most of the answers are in French, not adopting Arabic and Moroccan dialect as an official language, waiting hours, clientelism and favoritism in all transactions with customers, I decided to change the agency is better than changing the bank...
We ask the Central Bank of CIH Bank to interact with citizens’ complaints to improve the level of this branch, which harms your reputation and your efforts..
As a customer of the bank, I will evaluate your level, but in Arabic.

Auf Wiedersehen",1,2023-07-25
CIH Bank,CIH BANK,"Lot N. 17, N1, Temara 12000, Morocco",Very very very slow service...an hour to deposit my money...too much,1,2023-06-26
CIH Bank,CIH Bank,"Bd Al Khansae, Rue Al Ansaria, Témara 12000, Morocco",Service always shut down 😔😔,1,2023-12-12
CIH Bank,CIH Bank,"Bd Al Khansae, Rue Al Ansaria, Témara 12000, Morocco","You always have to wait so long to enter,",3,2021-02-21
CIH Bank,CIH Bank,"Bd Al Khansae, Rue Al Ansaria, Témara 12000, Morocco",Bon service,4,2024-04-03
CIH Bank,CIH Bank,"Bd Al Khansae, Rue Al Ansaria, Témara 12000, Morocco",I live in the center and I changed agencies to this one because of the quality of service. A professional and very welcoming service!,5,2025-04-09
CIH Bank,CIH Bank,"Bd Al Khansae, Rue Al Ansaria, Témara 12000, Morocco","Only one person can be recommended, otherwise I would have already changed my agency address or changed banks altogether.
Fortunately she is there to detoxify the air that reigns in the agency.
They have to make a great effort to clean the counter regularly, the keys are filthy.",1,2023-11-10
CIH Bank,CIH Bank - Agence Souani,"49 Av. Anfa, Tanger 90060, Morocco","The new agent in commercial operations office is rude, she cannot manage the queue... Keeps serving people and it's not even their turn...whatever you ask her you need to come back in 24h or call 4747",1,2024-11-05
CIH Bank,CIH Bank - Agence Souani,"49 Av. Anfa, Tanger 90060, Morocco","I was there at 12h20 and wait for 5mins there's no one to service me
I have work I'm not free all day to wait for someone",1,2024-11-08
CIH Bank,CIH Bank - Agence Souani,"49 Av. Anfa, Tanger 90060, Morocco",Systeme is tooooooo slow,3,2023-05-04
CIH Bank,CIH Bank - Agence Souani,"49 Av. Anfa, Tanger 90060, Morocco","If I could give zero stars I would do it
The worst treatment you could possibly receive
They left me at the door. The guard did not answer, so he opened the door because he was busy with the employee. I was carrying a lot of money and I was afraid for the money to be stolen because it was out of my pocket.
The important thing is that I advise every reader to come to this agency. They are all poorly educated from the door to the reception
Is the director helpless?",1,2023-08-23
CIH Bank,CIH Bank - Agence Souani,"49 Av. Anfa, Tanger 90060, Morocco","Poor service, haughty employees sometimes you have the impression that they are doing you services out of their own pockets; lack of politeness, the memory that I have among several is that there was a certain cashier who was jovial and she made 2 one day I asked her a question which was completely natural... the absurd answer, the The accent, the gestures and the facial expressions In short, I didn't like it! I'm not asking for anything, I'm not going to joke with you or disrespect you, but the least I can do is respect my status as a ""CLIENT"" and answer questions professionally and especially not in a pretentious tone. It makes me want to throw up this kind of behavior. In short, I travel almost 2km to go to another agency just to avoid dealing with this kind of employee.",1,2019-10-04
CIH Bank,CIH Bank,"17 Av. Belgique, Tanger 90060, Morocco","The CIH Bank is one of the larger banks in Tangier that specializes in mortgage and home improvement loans for villas and apartments.

I once tried to obtain money (Dirhams) from the ATM machine here but it did not work so I had to go to another bank to get cash.",3,2017-08-18
CIH Bank,CIH Bank,"17 Av. Belgique, Tanger 90060, Morocco","I went to get my new card, and had spent over an hour waiting for the unproductive workers there, and suddenly, after I finally got my turn, one of the women there told me that you would find your card at the first bank you opened your account at. I felt speechless, and then I went to that bank.  They told me the card doesn't exist here you'll find it at your current bank, I felt like a tennis ball, finally finding it there in the first place, bad customer service, slow service, incompetent workers.",1,2023-11-15
CIH Bank,CIH Bank,"17 Av. Belgique, Tanger 90060, Morocco",It gets very crowded alot and too much waiting time needed for simple tasks that the only down side with this bank especially this location.,4,2022-09-15
CIH Bank,CIH Bank,"17 Av. Belgique, Tanger 90060, Morocco",It’s the worst bank ever…. I wish if there’s 0 star i could give it to youu !!,1,2023-10-09
CIH Bank,CIH Bank,"17 Av. Belgique, Tanger 90060, Morocco","The system is always down 😂, and some agents do inappropriate stuff inside the agency. Also they close before the mentioned closing time.",1,2020-05-13
CIH Bank,CIH BANK,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Morocco","Very slow procedure, the staff is usually 1h late and very slow in his work.",1,2025-01-10
CIH Bank,CIH BANK,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Morocco",Unprofessional behavior from the director he’s not respectful,1,2024-12-02
CIH Bank,CIH BANK,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Morocco","Very bad agency, very bad treatment and communication with customers, lack of respect by employees starting with the security agent to the director of agency. Also the work time , the agency opens at 09:00 and employees come till 10:00 or later sometimes. And other times they could tell you the system is broken. I don’t recommend anyone to deal with this agency. Tank you",1,2022-09-06
CIH Bank,CIH BANK,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Morocco","I think this is The worst CIH agency in Morocco, the director was very rude and arrogant, he did not answer to any of my questions. He even don't know procedures of the bank he is working with!! The security personnel however was a nice guy .",1,2022-07-18
CIH Bank,CIH BANK,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060, Morocco",Bad service. I went there three times to open bank account but it was always a problem and the clerk didn't provide any solution! Bad bad bad.,1,2023-07-12
CIH Bank,CIH BANK,"Avenue Fkih Ghazi Lotissement، Meknès 50000, Morocco","system always down
very bad service !!!",1,2023-04-20
CIH Bank,CIH BANK,"Avenue Fkih Ghazi Lotissement، Meknès 50000, Morocco",To open an account. The girl is very unpleasant. Limit it gives information.,1,2024-07-03
CIH Bank,CIH BANK,"Avenue Fkih Ghazi Lotissement، Meknès 50000, Morocco",Very nice.,4,2023-05-02
CIH Bank,CIH BANK,"Avenue Fkih Ghazi Lotissement، Meknès 50000, Morocco",Gha,5,2022-11-14
CIH Bank,CIH BANK,"Avenue Fkih Ghazi Lotissement، Meknès 50000, Morocco",,5,2024-04-05
CIH Bank,CIH BANK,"Route Vers Rabat Quartier Sidi Said, Meknès 50000, Morocco",The service is incredibly bad,1,2022-05-12
CIH Bank,CIH BANK,"Route Vers Rabat Quartier Sidi Said, Meknès 50000, Morocco",The worst client services ever,1,2021-01-30
CIH Bank,CIH BANK,"Route Vers Rabat Quartier Sidi Said, Meknès 50000, Morocco",Poor service,1,2023-05-04
CIH Bank,CIH BANK,"Route Vers Rabat Quartier Sidi Said, Meknès 50000, Morocco",Too crowded,2,2023-04-05
CIH Bank,CIH BANK,"Route Vers Rabat Quartier Sidi Said, Meknès 50000, Morocco",good staff,3,2017-08-29
CIH Bank,CIH Bank,"M462+HGW, Oujda, Morocco","It's so bad I wanna give you a zero but that's impossible so I give you, a ONE.
0 respect + horrible management . . .",1,2024-01-09
CIH Bank,CIH Bank,"M462+HGW, Oujda, Morocco","Not responding on the phone, not cooperating, unhelpful... absolutely horrible",1,2022-02-10
CIH Bank,CIH Bank,"M462+HGW, Oujda, Morocco","To much waiting for get your money $$$$ .that's odd
......",1,2019-01-17
CIH Bank,CIH Bank,"M462+HGW, Oujda, Morocco",C horrible !,1,2021-10-11
CIH Bank,CIH Bank,"M462+HGW, Oujda, Morocco",Closed at 2pm ??,1,2023-04-20
CIH Bank,CIH BANK,"Boulevard Hassan Ii, Rue Smara, Oujda 60000, Morocco",I like the building that's the only thing but the workers there are so rude and they don't respect you and they didn't give you time CIH please choose  the  right your workers,1,2023-12-07
CIH Bank,CIH BANK,"Boulevard Hassan Ii, Rue Smara, Oujda 60000, Morocco",People who work there ara bad and they dont respect you,1,2023-11-18
CIH Bank,CIH BANK,"Boulevard Hassan Ii, Rue Smara, Oujda 60000, Morocco",Good,5,2019-03-26
CIH Bank,CIH BANK,"Boulevard Hassan Ii, Rue Smara, Oujda 60000, Morocco","CIH Bank
Beautiful view
New building
The bank deals with companies and not for all professionals",3,2020-06-08
CIH Bank,CIH BANK,"Boulevard Hassan Ii, Rue Smara, Oujda 60000, Morocco","Service 3yan, my servant has always been happy with my 7tarmo to whom I live, 0/10",1,2024-10-04
CIH Bank,CIH Bank,"Av. Mohamed V, Av. Sidi Al Mandri, Tétouan 93000, Morocco","Throughout my life, I've only written four reviews, and now, this marks my fifth. Unfortunately, this app and its service are dreadful – the provided phone numbers for contact are inaccurate, and even one of them isn't theirs! The second number is nonexistent. This bank has not only mishandled my money but also failed to respond after I reached out through their website. If I have my money taken, it seems I'm expected to accept it silently due to their poor service? Or what??! Lmao .

A plea to the company: rectify your issues, for there are many tourists in Morocco, and your shortcomings reflect poorly on us all.",1,2024-03-04
CIH Bank,CIH Bank,"Av. Mohamed V, Av. Sidi Al Mandri, Tétouan 93000, Morocco","One of the worst services in a bank. Specially for CODE 30, the manager of the bank keeps giving people dirty looks as if us clients are robbing them of their money. The staff in there should learn some manners.",1,2020-01-16
CIH Bank,CIH Bank,"Av. Mohamed V, Av. Sidi Al Mandri, Tétouan 93000, Morocco","They always have problems with the server and they don't understand anything how to deal with customers, 05/01/2023 There is no light or no internet connection The important thing is they always have excuses, I do not recommend this bank",1,2023-01-05
CIH Bank,CIH Bank,"Av. Mohamed V, Av. Sidi Al Mandri, Tétouan 93000, Morocco",Their works are quite efficient but if you want to open your bank account better come earlier ( before 10 am ),4,2022-01-15
CIH Bank,CIH Bank,"Av. Mohamed V, Av. Sidi Al Mandri, Tétouan 93000, Morocco","A bank with 3 agencies in a city with 800.000 people, refuses and postpones my music band's account opening untill 3 days later for no specific reasons even though it's an urgent matter, I highly don't recommend this unprofessional bank.",1,2019-06-21
CIH Bank,CIH,"LOTISSEMENT TOUABEL، LOT 239 Av. des FAR, تطوان 93000, Morocco","The worst customer service bank in the world.
All the numbers are not working. Even the advisor number is busy all the time.
Stupid app, stupid instructions for the services.
I don’t know what this is means.",1,2025-02-03
CIH Bank,CIH,"LOTISSEMENT TOUABEL، LOT 239 Av. des FAR, تطوان 93000, Morocco","Awful service, the agency director is absent for the whole day and the employees are good in making people angry due to their lack of manners.",1,2024-10-02
CIH Bank,CIH,"LOTISSEMENT TOUABEL، LOT 239 Av. des FAR, تطوان 93000, Morocco","You will have to wait in a long line.
The bank, in general, is terrible; I lost 500 dh off my account drawn for no factual reason. I made a complaint and I haven't received my money back at all.
The app of the bank is rubish; you won't be able to see all the operations you perform using your account.
Some transactions can result in losing your money due to ""technical issues""
*The agents, though, are kinda helpful.",2,2023-09-30
CIH Bank,CIH,"LOTISSEMENT TOUABEL، LOT 239 Av. des FAR, تطوان 93000, Morocco",Not bad. Good staff.,3,2024-12-29
CIH Bank,CIH,"LOTISSEMENT TOUABEL، LOT 239 Av. des FAR, تطوان 93000, Morocco","Terrible ATM, confusing instructions, bad customer service, money was taken without successful transaction, unsafe location. Never again! 👎",1,2023-08-08
CIH Bank,CIH BANK,"5 Avenue Mohamed VI Cp, El Jadida 24000, Morocco",Long waiting time and the staff are very unprofessional. One worker screamed at this young gentleman and his mother because he asked her to stop chatting with another client as they are in a rush. She threatened them and was very loud in front of everyone.,1,2024-03-28
CIH Bank,CIH BANK,"5 Avenue Mohamed VI Cp, El Jadida 24000, Morocco","Long line, slow processing and annoying experience. The staff are friendly and they are doing good, but the service needs improvement. I personally wasted  40 min yesterday in vain, and I'm writing this review while waiting for more than 50 min.
Edit: I didn't come to this agency for more than a year. I arrived today and it's a mess. A long line waiting under the rain, slow processing, very terrible security agent and probably he's the worst at handling clients. Unfortunately, this was a terrible experience with this bank. Their online services are good, but their offices are lacking professionalism and creativity. It feels like we have to wait for food during a crisis. I am sorry, but I won't wait under the rain with other 26 people just to put some cash in my bank account. It's really absurd.",1,2021-12-21
CIH Bank,CIH BANK,"5 Avenue Mohamed VI Cp, El Jadida 24000, Morocco",slow service,1,2024-08-22
CIH Bank,CIH BANK,"5 Avenue Mohamed VI Cp, El Jadida 24000, Morocco",Zero professionalism!,1,2024-04-04
CIH Bank,CIH BANK,"5 Avenue Mohamed VI Cp, El Jadida 24000, Morocco",Cih,2,2024-07-05
